fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr
2017-2018,1256,1161,"Applicants submitting an eligible Labour Market Impact Assessments (LMIA) application for highest-demand occupations (skilled trades), highest-paid occupations (top 10% of wages in a given province or territory where the job is created), short duration work periods (120 days or less), to receive a decision on their application within 10 business days, starting on the business day after the application has been received by Service Canada","Les personnes demandant une étude d’impact sur le marché du travail (EIMT) admissible pour un emploi à plus forte demande (un métier spécialisé), un emploi parmi les mieux rémunérés (dans la tranche supérieure de 10 % des meilleurs salaires d’une province ou d’un territoire en particulier où le travail a été créé), ou un poste de travail de courte durée (120 jours ou moins), recevront une décision de leur demande dans un délai de dix jours ouvrables à partir du jour ouvrable de la réception de la demande par Service Canada.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s17,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s3,time,percentage,0.8,3532,4238,0.83341,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1266,1170,Our goal is for grants and contributions proposals to be acknowledged within 21 calendar days of the application package being received.,"Pour les demandes de subventions et contributions, nous visons à fournir un accusé de réception dans les 21 jours civils suivant la réception de la trousse de demande.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s9,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s16,time,percentage,0.9,603,639,0.94366,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1266,1173,"Contribution payments to be processed within 28 calendar days upon receipt of a completed claim package for approved contribution projects.

Grant payments to be processed within 15 calendar days after the approved project start date for approved grant projects.","Pour les projets de contribution approuvés, les paiements sont traités dans les 28 jours  civils suivant la réception d’une demande de réclamation dûment remplie et des documents à l’appui.

Pour les projets de subvention approuvés, les paiements sont traités au plus tard 15 jours civils après la date approuvée de début du projet.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s9,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s16,time,percentage,0.9,37984,40703,0.9332,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1292,1487,Our goal is to issue Social Insurance Numbers for clients that apply by mail (from inside or outside of Canada) within 20 business days of Service Canada receiving the application (based on complete applications with all supporting documentation).,Notre objectif est d’émettre un numéro d’assurance sociale aux clients qui présentent une demande par la poste (depuis le Canada ou depuis l’étranger) dans les 20 jours ouvrables suivant la réception de la demande par Service Canada (en autant que la demande soit complète et que le client ait fourni tous les documents à l’appui),https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s16,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s8,time,percentage,,0,0,ND,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1292,1236,Our goal is to issue Social Insurance Numbers for clients that apply through the Newborn Registration Service within 10 business days of receiving the information from the province of birth.,Notre objectif est d’émettre un numéro d’assurance sociale aux clients qui présentent une demande au Service d’enregistrement des nouveau-nés dans les 10 jours ouvrables suivant la réception des renseignements fournis par la province de naissance,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s16,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s8,time,percentage,0.9,351574,351574,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1292,1233,Our goal is to issue SIN in one in-person visit (based on complete applications with all supporting documentation),Nous visons l’émission de numéros d’assurance sociale en une visite en personne (lorsque les demandes sont dûment remplies et que tous les documents à l’appui sont présentés),https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s16,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s8,time,percentage,0.9,1266181,1295252,0.97756,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1293,1237,"Our goal is for the www.jobbank.gc.ca website to be accessible 24 hours a day, 7 days a week","Notre objectif est que le site de www.guichetemplois.gc.ca soit accessible 24 heures par jour, 7 jours par semaine",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s11,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s6,acces,percentage,0.995,52000000,52000000,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1294,1238,Our goal is to validate employer files within 5 business days,Notre objectif est d'évaluer et de traiter les dossiers des employeurs dans un délai de cinq jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s10,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s7,time,percentage,1,28000,28000,1,2018-2019,NA,NA,NA,NA,NA,https://www.jobbank.gc.ca/wicdevel/report_note.do?cid=13453&lang=eng,https://www.guichetemplois.gc.ca/wicdevel/rapport_note.do?cid=13453&lang=fra
2017-2018,1294,1239,Our goal is to post job advertisements within 2 business days,Notre objectif est de publier les offres d’emploi dans un délai de deux jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s10,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s7,time,percentage,1,202359,236000,0.85745,2018-2019,NA,NA,NA,NA,NA,https://www.jobbank.gc.ca/wicdevel/report_note.do?cid=13453&lang=eng,https://www.guichetemplois.gc.ca/wicdevel/rapport_note.do?cid=13453&lang=fra
2017-2018,1295,1240,Our goal is to respond to clients inquires to the NOC and LMI Inbox within 5-10 business days,"Notre objectif est de répondre aux clients, ayant soumis des demandes via la boîte de réception de la CNP et de l’IMT, dans les 5 à 10 jours ouvrables suivant la demande.",ND,ND,time,percentage,0.995,4111,4111,1,2013-2014,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1242,Our goal is for the Call Blockage rate for inbound telephone inquiries to be less than 0.5%,"Notre objectif est que le taux de blocage des appels soit inférieur à 0,5 % dans le cas des demandes de renseignements téléphoniques reçues",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,acces,percentage,1,1795872,1795872,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1243,Our goal is for responses to written inquiries to be sent within 10 working days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par écrit dans les dix jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,1226,1226,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1244,Our goal is for responses to email inquiries to be sent within two working days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par courriel dans les deux jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,37816,37816,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1294,Our goal is for responses to complaints to be sent in writing within 10 working days of receipt,Notre objectif est d'envoyer une réponse aux plaintes par écrit dans les dix jours ouvrables suivant la réception de la plainte,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,2030,2030,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1248,"Where a borrower requests a change in their loan repayment schedule, our goal is for changes to be completed within five working days of receipt of a complete and accurate request in 100% of cases","Lorsqu'un emprunteur demande que l'on modifie le calendrier de remboursement de ses prêts, notre objectif est d'effectuer la modification dans les cinq jours ouvrables suivant la réception de la demande complète et exacte",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,231769,232616,0.99636,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1250,Our goal is for applications to the Repayment Assistance Plan to be assessed within three working days of receipt of complete and accurate information (including all supporting documentation),Notre objectif est d'évaluer les demandes liées au Programme d'aide au remboursement dans les trois jours ouvrables suivant la réception des documents complets et exacts (y compris toutes les pièces justificatives),https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,958632,959130,0.99948,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1252,Our goal is for Master Student Financial Assistance Agreements to be processed within three working days of receipt of complete and accurate documentation,Notre objectif est de traiter les ententes pour l'aide financière aux étudiants en maîtrise dans les trois jours ouvrables suivant la réception des documents complets et exacts,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,293673,295644,0.99333,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1251,"Where information on a Master Student Financial Assistance Agreement is incomplete or inaccurate, our goal is for action to resolve this to be taken within two working days","Lorsque les renseignements contenus dans une entente pour l'aide financière aux étudiants en maîtrise sont incomplets ou inexacts, notre objectif est de prendre des mesures pour corriger la situation dans les deux jours ouvrables suivant la réception des documents",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,0.95,33504,33531,0.99919,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1254,Our goal is for clients to be informed of the final outcome of their Repayment Assistance Plan assessment (approved or refused) within two working days of the decision,Le client sera informé s'il est admissible ou non au Programme d'aide au remboursement dans les deux jours ouvrables suivant la décision,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,1,501020,501129,0.99978,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1296,1241,Our goal is to answer inbound telephone inquiries within 20 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 20 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,time,percentage,0.8,1521008,1795872,0.84695,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1298,1259,Our goal is to answer inbound telephone inquiries within 20 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 20 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,time,percentage,0.8,23571,27280,0.86404,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1298,1257,Our goal is to apply payments within 2 business days,Notre objectif est de verser les prestations dans un délai de deux jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,time,percentage,1,43606,43606,1,2018-2019,NA,NA,NA,NA,NA,ND,ND
